"Repeat","ratio","theta","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
11,0.68,0.53,0.7,0.12,0.46,0.08,0.24,0.04
11,0.68,0.54,0.68,0.54,0.48,0.42,0.2,0.12
11,0.68,0.55,0.68,0.36,0.42,0.2,0.26,0.16
11,0.68,0.56,0.7,0.52,0.48,0.36,0.22,0.16
11,0.68,0.57,0.58,0.4,0.4,0.28,0.18,0.12
11,0.68,0.58,0.72,0.56,0.52,0.4,0.2,0.16
11,0.68,0.59,0.76,0.46,0.54,0.28,0.22,0.18
11,0.68,0.6,0.66,0.58,0.44,0.44,0.22,0.14
11,0.68,0.61,0.84,0.42,0.58,0.36,0.26,0.06
11,0.68,0.62,0.66,0.3,0.44,0.18,0.22,0.12
11,0.68,0.63,0.72,0.52,0.5,0.38,0.22,0.14
11,0.68,0.64,0.74,0.56,0.52,0.34,0.22,0.22
11,0.68,0.65,0.56,0.46,0.38,0.32,0.18,0.14
11,0.68,0.66,0.78,0.54,0.52,0.36,0.26,0.18
11,0.68,0.67,0.72,0.3,0.48,0.24,0.24,0.06
11,0.68,0.68,0.64,0.54,0.48,0.4,0.16,0.14
11,0.68,0.69,0.68,0.48,0.48,0.32,0.2,0.16
11,0.68,0.7,0.7,0.54,0.56,0.36,0.14,0.18
11,0.68,0.71,0.54,0.28,0.36,0.18,0.18,0.1
11,0.68,0.72,0.56,0.38,0.34,0.26,0.22,0.12
11,0.68,0.73,0.5,0.48,0.3,0.36,0.2,0.12
11,0.68,0.74,0.74,0.46,0.52,0.24,0.22,0.22
11,0.68,0.75,0.84,0.52,0.6,0.38,0.24,0.14
11,0.68,0.76,0.64,0.42,0.38,0.26,0.26,0.16
11,0.68,0.77,0.68,0.5,0.5,0.28,0.18,0.22
11,0.68,0.78,0.76,0.58,0.54,0.42,0.22,0.16
11,0.68,0.79,0.64,0.5,0.44,0.3,0.2,0.2
11,0.68,0.8,0.82,0.4,0.58,0.28,0.24,0.12
11,0.68,0.81,0.78,0.48,0.54,0.32,0.24,0.16
11,0.68,0.82,0.8,0.56,0.58,0.42,0.22,0.14
11,0.68,0.83,0.74,0.56,0.5,0.4,0.24,0.16
11,0.68,0.84,0.72,0.56,0.5,0.38,0.22,0.18
11,0.68,0.85,0.64,0.5,0.44,0.38,0.2,0.12
11,0.68,0.86,0.74,0.64,0.56,0.42,0.18,0.22
11,0.68,0.87,0.74,0.44,0.54,0.3,0.2,0.14
11,0.68,0.88,0.6,0.44,0.4,0.24,0.2,0.2
11,0.68,0.89,0.56,0.42,0.4,0.32,0.16,0.1
11,0.68,0.9,0.76,0.52,0.54,0.32,0.22,0.2
11,0.68,0.91,0.7,0.46,0.48,0.34,0.22,0.12
11,0.68,0.92,0.68,0.48,0.48,0.32,0.2,0.16
11,0.68,0.93,0.76,0.54,0.56,0.38,0.2,0.16
11,0.68,0.94,0.62,0.5,0.44,0.36,0.18,0.14
11,0.68,0.95,0.72,0.56,0.52,0.36,0.2,0.2
11,0.68,0.96,0.66,0.44,0.52,0.34,0.14,0.1
11,0.68,0.97,0.64,0.24,0.44,0.2,0.2,0.04
11,0.68,0.98,0.7,0.48,0.54,0.3,0.16,0.18
11,0.68,0.99,0.74,0.44,0.52,0.28,0.22,0.16
11,0.7,0.5,0.76,0.48,0.5,0.32,0.26,0.16
11,0.7,0.51,0.64,0.4,0.38,0.22,0.26,0.18
11,0.7,0.52,0.64,0.38,0.46,0.28,0.18,0.1
11,0.7,0.53,0.72,0.4,0.5,0.32,0.22,0.08
11,0.7,0.54,0.66,0.46,0.46,0.34,0.2,0.12
11,0.7,0.55,0.68,0.62,0.48,0.42,0.2,0.2
11,0.7,0.56,0.6,0.46,0.4,0.32,0.2,0.14
11,0.7,0.57,0.68,0.36,0.46,0.26,0.22,0.1
11,0.7,0.58,0.66,0.44,0.44,0.28,0.22,0.16
11,0.7,0.59,0.74,0.56,0.5,0.3,0.24,0.26
11,0.7,0.6,0.52,0.34,0.32,0.18,0.2,0.16
11,0.7,0.61,0.6,0.54,0.46,0.38,0.14,0.16
11,0.7,0.62,0.82,0.54,0.56,0.36,0.26,0.18
11,0.7,0.63,0.68,0.46,0.44,0.32,0.24,0.14
11,0.7,0.64,0.76,0.64,0.52,0.4,0.24,0.24
11,0.7,0.65,0.7,0.58,0.5,0.44,0.2,0.14
11,0.7,0.66,0.6,0.44,0.4,0.28,0.2,0.16
11,0.7,0.67,0.8,0.46,0.5,0.3,0.3,0.16
11,0.7,0.68,0.56,0.44,0.42,0.28,0.14,0.16
11,0.7,0.69,0.62,0.44,0.42,0.26,0.2,0.18
11,0.7,0.7,0.74,0.58,0.48,0.38,0.26,0.2
11,0.7,0.71,0.62,0.52,0.44,0.4,0.18,0.12
11,0.7,0.72,0.74,0.54,0.5,0.36,0.24,0.18
11,0.7,0.73,0.68,0.28,0.48,0.18,0.2,0.1
11,0.7,0.74,0.78,0.54,0.54,0.34,0.24,0.2
11,0.7,0.75,0.74,0.44,0.5,0.26,0.24,0.18
11,0.7,0.76,0.76,0.62,0.5,0.4,0.26,0.22
11,0.7,0.77,0.58,0.4,0.4,0.26,0.18,0.14
11,0.7,0.78,0.72,0.46,0.46,0.3,0.26,0.16
11,0.7,0.79,0.68,0.58,0.48,0.36,0.2,0.22
11,0.7,0.8,0.62,0.48,0.46,0.32,0.16,0.16
11,0.7,0.81,0.62,0.48,0.44,0.34,0.18,0.14
11,0.7,0.82,0.7,0.52,0.46,0.32,0.24,0.2
11,0.7,0.83,0.64,0.16,0.44,0.08,0.2,0.08
11,0.7,0.84,0.64,0.44,0.42,0.3,0.22,0.14
11,0.7,0.85,0.66,0.6,0.48,0.42,0.18,0.18
11,0.7,0.86,0.58,0.46,0.44,0.24,0.14,0.22
11,0.7,0.87,0.74,0.4,0.5,0.26,0.24,0.14
11,0.7,0.88,0.62,0.38,0.42,0.24,0.2,0.14
11,0.7,0.89,0.8,0.5,0.56,0.32,0.24,0.18
11,0.7,0.9,0.66,0.38,0.44,0.22,0.22,0.16
11,0.7,0.91,0.76,0.48,0.52,0.38,0.24,0.1
11,0.7,0.92,0.66,0.4,0.48,0.24,0.18,0.16
11,0.7,0.93,0.86,0.44,0.6,0.3,0.26,0.14
11,0.7,0.94,0.7,0.38,0.48,0.2,0.22,0.18
11,0.7,0.95,0.7,0.5,0.44,0.34,0.26,0.16
11,0.7,0.96,0.74,0.42,0.48,0.26,0.26,0.16
11,0.7,0.97,0.74,0.4,0.52,0.28,0.22,0.12
11,0.7,0.98,0.54,0.32,0.4,0.24,0.14,0.08
11,0.7,0.99,0.74,0.48,0.46,0.3,0.28,0.18
11,0.72,0.5,0.64,0.52,0.4,0.32,0.24,0.2
11,0.72,0.51,0.7,0.52,0.5,0.34,0.2,0.18
11,0.72,0.52,0.72,0.44,0.48,0.34,0.24,0.1
11,0.72,0.53,0.74,0.5,0.52,0.32,0.22,0.18
11,0.72,0.54,0.7,0.5,0.48,0.32,0.22,0.18
11,0.72,0.55,0.72,0.42,0.44,0.28,0.28,0.14
11,0.72,0.56,0.74,0.56,0.54,0.36,0.2,0.2
11,0.72,0.57,0.7,0.56,0.48,0.4,0.22,0.16
11,0.72,0.58,0.7,0.62,0.5,0.42,0.2,0.2
11,0.72,0.59,0.52,0.4,0.36,0.28,0.16,0.12
11,0.72,0.6,0.62,0.52,0.36,0.32,0.26,0.2
11,0.72,0.61,0.6,0.56,0.44,0.48,0.16,0.08
11,0.72,0.62,0.58,0.58,0.44,0.36,0.14,0.22
11,0.72,0.63,0.78,0.48,0.52,0.32,0.26,0.16
11,0.72,0.64,0.68,0.6,0.5,0.4,0.18,0.2
11,0.72,0.65,0.7,0.54,0.48,0.4,0.22,0.14
11,0.72,0.66,0.72,0.56,0.48,0.36,0.24,0.2
11,0.72,0.67,0.76,0.52,0.5,0.3,0.26,0.22
11,0.72,0.68,0.62,0.3,0.44,0.22,0.18,0.08
11,0.72,0.69,0.72,0.48,0.46,0.32,0.26,0.16
11,0.72,0.7,0.74,0.6,0.52,0.34,0.22,0.26
11,0.72,0.71,0.74,0.4,0.5,0.28,0.24,0.12
11,0.72,0.72,0.6,0.66,0.4,0.44,0.2,0.22
11,0.72,0.73,0.72,0.46,0.5,0.28,0.22,0.18
11,0.72,0.74,0.7,0.44,0.52,0.26,0.18,0.18
11,0.72,0.75,0.62,0.48,0.42,0.36,0.2,0.12
11,0.72,0.76,0.66,0.7,0.42,0.46,0.24,0.24
11,0.72,0.77,0.76,0.54,0.54,0.36,0.22,0.18
11,0.72,0.78,0.62,0.36,0.4,0.22,0.22,0.14
11,0.72,0.79,0.66,0.46,0.42,0.28,0.24,0.18
11,0.72,0.8,0.62,0.62,0.44,0.36,0.18,0.26
11,0.72,0.81,0.66,0.36,0.5,0.26,0.16,0.1
11,0.72,0.82,0.78,0.42,0.56,0.26,0.22,0.16
11,0.72,0.83,0.68,0.44,0.42,0.3,0.26,0.14
11,0.72,0.84,0.82,0.56,0.56,0.34,0.26,0.22
11,0.72,0.85,0.72,0.4,0.54,0.28,0.18,0.12
11,0.72,0.86,0.6,0.52,0.4,0.32,0.2,0.2
11,0.72,0.87,0.76,0.5,0.54,0.34,0.22,0.16
11,0.72,0.88,0.74,0.48,0.46,0.28,0.28,0.2
11,0.72,0.89,0.54,0.5,0.36,0.34,0.18,0.16
11,0.72,0.9,0.68,0.6,0.46,0.4,0.22,0.2
11,0.72,0.91,0.6,0.34,0.44,0.24,0.16,0.1
11,0.72,0.92,0.8,0.58,0.6,0.44,0.2,0.14
11,0.72,0.93,0.7,0.62,0.48,0.44,0.22,0.18
11,0.72,0.94,0.78,0.56,0.52,0.34,0.26,0.22
11,0.72,0.95,0.84,0.52,0.58,0.34,0.26,0.18
11,0.72,0.96,0.74,0.44,0.5,0.32,0.24,0.12
11,0.72,0.97,0.68,0.52,0.54,0.32,0.14,0.2
11,0.72,0.98,0.68,0.42,0.5,0.28,0.18,0.14
11,0.72,0.99,0.76,0.5,0.56,0.36,0.2,0.14
11,0.74,0.5,0.58,0.52,0.42,0.38,0.16,0.14
11,0.74,0.51,0.8,0.38,0.58,0.3,0.22,0.08
11,0.74,0.52,0.72,0.58,0.54,0.44,0.18,0.14
11,0.74,0.53,0.7,0.5,0.56,0.4,0.14,0.1
11,0.74,0.54,0.62,0.36,0.44,0.26,0.18,0.1
11,0.74,0.55,0.66,0.32,0.5,0.3,0.16,0.02
11,0.74,0.56,0.74,0.44,0.56,0.32,0.18,0.12
11,0.74,0.57,0.64,0.62,0.48,0.46,0.16,0.16
11,0.74,0.58,0.7,0.5,0.52,0.36,0.18,0.14
11,0.74,0.59,0.64,0.5,0.46,0.4,0.18,0.1
11,0.74,0.6,0.72,0.52,0.5,0.42,0.22,0.1
11,0.74,0.61,0.58,0.58,0.38,0.4,0.2,0.18
11,0.74,0.62,0.68,0.52,0.54,0.38,0.14,0.14
11,0.74,0.63,0.76,0.46,0.58,0.4,0.18,0.06
11,0.74,0.64,0.68,0.44,0.48,0.36,0.2,0.08
11,0.74,0.65,0.64,0.54,0.48,0.4,0.16,0.14
11,0.74,0.66,0.72,0.64,0.56,0.46,0.16,0.18
11,0.74,0.67,0.86,0.48,0.66,0.3,0.2,0.18
11,0.74,0.68,0.54,0.52,0.42,0.44,0.12,0.08
11,0.74,0.69,0.74,0.44,0.54,0.36,0.2,0.08
11,0.74,0.7,0.68,0.56,0.52,0.42,0.16,0.14
11,0.74,0.71,0.64,0.42,0.44,0.3,0.2,0.12
11,0.74,0.72,0.68,0.46,0.48,0.3,0.2,0.16
11,0.74,0.73,0.68,0.24,0.48,0.2,0.2,0.04
11,0.74,0.74,0.64,0.54,0.48,0.42,0.16,0.12
11,0.74,0.75,0.7,0.56,0.56,0.36,0.14,0.2
11,0.74,0.76,0.7,0.24,0.54,0.18,0.16,0.06
11,0.74,0.77,0.58,0.62,0.4,0.44,0.18,0.18
11,0.74,0.78,0.78,0.52,0.6,0.38,0.18,0.14
11,0.74,0.79,0.66,0.4,0.48,0.28,0.18,0.12
11,0.74,0.8,0.52,0.26,0.42,0.16,0.1,0.1
11,0.74,0.81,0.7,0.56,0.46,0.36,0.24,0.2
11,0.74,0.82,0.76,0.58,0.58,0.46,0.18,0.12
11,0.74,0.83,0.62,0.42,0.44,0.3,0.18,0.12
11,0.74,0.84,0.5,0.52,0.38,0.32,0.12,0.2
11,0.74,0.85,0.74,0.64,0.58,0.48,0.16,0.16
11,0.74,0.86,0.74,0.42,0.54,0.3,0.2,0.12
11,0.74,0.87,0.68,0.5,0.54,0.38,0.14,0.12
11,0.74,0.88,0.72,0.42,0.52,0.3,0.2,0.12
11,0.74,0.89,0.74,0.34,0.58,0.26,0.16,0.08
11,0.74,0.9,0.6,0.52,0.46,0.42,0.14,0.1
11,0.74,0.91,0.64,0.44,0.48,0.32,0.16,0.12
11,0.74,0.92,0.72,0.32,0.6,0.28,0.12,0.04
11,0.74,0.93,0.6,0.28,0.46,0.2,0.14,0.08
11,0.74,0.94,0.68,0.52,0.62,0.4,0.06,0.12
11,0.74,0.95,0.58,0.48,0.5,0.34,0.08,0.14
11,0.74,0.96,0.58,0.54,0.46,0.38,0.12,0.16
11,0.74,0.97,0.62,0.52,0.5,0.34,0.12,0.18
11,0.74,0.98,0.76,0.52,0.54,0.4,0.22,0.12
11,0.74,0.99,0.58,0.58,0.48,0.4,0.1,0.18
11,0.76,0.5,0.52,0.5,0.38,0.4,0.14,0.1
11,0.76,0.51,0.8,0.5,0.6,0.36,0.2,0.14
11,0.76,0.52,0.68,0.44,0.5,0.38,0.18,0.06
11,0.76,0.53,0.56,0.36,0.42,0.24,0.14,0.12
11,0.76,0.54,0.82,0.54,0.64,0.4,0.18,0.14
11,0.76,0.55,0.54,0.28,0.44,0.22,0.1,0.06
11,0.76,0.56,0.7,0.38,0.52,0.26,0.18,0.12
11,0.76,0.57,0.68,0.58,0.52,0.4,0.16,0.18
11,0.76,0.58,0.78,0.54,0.6,0.38,0.18,0.16
11,0.76,0.59,0.72,0.42,0.6,0.34,0.12,0.08
11,0.76,0.6,0.74,0.52,0.6,0.38,0.14,0.14
11,0.76,0.61,0.6,0.4,0.44,0.3,0.16,0.1
11,0.76,0.62,0.5,0.48,0.38,0.32,0.12,0.16
11,0.76,0.63,0.62,0.54,0.44,0.42,0.18,0.12
11,0.76,0.64,0.68,0.32,0.58,0.3,0.1,0.02
11,0.76,0.65,0.8,0.4,0.56,0.28,0.24,0.12
11,0.76,0.66,0.72,0.36,0.54,0.28,0.18,0.08
11,0.76,0.67,0.76,0.5,0.56,0.3,0.2,0.2
11,0.76,0.68,0.68,0.5,0.52,0.36,0.16,0.14
11,0.76,0.69,0.64,0.56,0.5,0.42,0.14,0.14
11,0.76,0.7,0.7,0.56,0.56,0.46,0.14,0.1
11,0.76,0.71,0.78,0.48,0.56,0.36,0.22,0.12
11,0.76,0.72,0.68,0.48,0.56,0.36,0.12,0.12
11,0.76,0.73,0.66,0.42,0.46,0.28,0.2,0.14
11,0.76,0.74,0.74,0.52,0.6,0.38,0.14,0.14
11,0.76,0.75,0.84,0.56,0.66,0.44,0.18,0.12
11,0.76,0.76,0.74,0.5,0.6,0.38,0.14,0.12
11,0.76,0.77,0.62,0.5,0.48,0.36,0.14,0.14
11,0.76,0.78,0.84,0.6,0.64,0.4,0.2,0.2
11,0.76,0.79,0.66,0.46,0.54,0.34,0.12,0.12
11,0.76,0.8,0.76,0.56,0.56,0.4,0.2,0.16
11,0.76,0.81,0.7,0.38,0.54,0.3,0.16,0.08
11,0.76,0.82,0.76,0.7,0.56,0.56,0.2,0.14
11,0.76,0.83,0.68,0.42,0.5,0.36,0.18,0.06
11,0.76,0.84,0.7,0.54,0.56,0.42,0.14,0.12
11,0.76,0.85,0.7,0.5,0.5,0.4,0.2,0.1
11,0.76,0.86,0.68,0.58,0.54,0.44,0.14,0.14
11,0.76,0.87,0.66,0.48,0.46,0.36,0.2,0.12
11,0.76,0.88,0.64,0.42,0.52,0.34,0.12,0.08
11,0.76,0.89,0.42,0.14,0.28,0.08,0.14,0.06
11,0.76,0.9,0.76,0.44,0.56,0.3,0.2,0.14
11,0.76,0.91,0.64,0.52,0.46,0.4,0.18,0.12
11,0.76,0.92,0.6,0.4,0.5,0.26,0.1,0.14
11,0.76,0.93,0.72,0.58,0.52,0.4,0.2,0.18
11,0.76,0.94,0.68,0.58,0.5,0.4,0.18,0.18
11,0.76,0.95,0.64,0.42,0.54,0.24,0.1,0.18
11,0.76,0.96,0.62,0.58,0.48,0.44,0.14,0.14
11,0.76,0.97,0.8,0.64,0.58,0.44,0.22,0.2
11,0.76,0.98,0.64,0.42,0.54,0.32,0.1,0.1
11,0.76,0.99,0.76,0.46,0.62,0.34,0.14,0.12
11,0.78,0.5,0.66,0.44,0.44,0.32,0.22,0.12
11,0.78,0.51,0.72,0.54,0.54,0.48,0.18,0.06
11,0.78,0.52,0.7,0.64,0.54,0.46,0.16,0.18
11,0.78,0.53,0.62,0.5,0.5,0.36,0.12,0.14
11,0.78,0.54,0.68,0.46,0.52,0.38,0.16,0.08
11,0.78,0.55,0.66,0.36,0.58,0.28,0.08,0.08
11,0.78,0.56,0.72,0.4,0.56,0.28,0.16,0.12
11,0.78,0.57,0.74,0.48,0.6,0.4,0.14,0.08
11,0.78,0.58,0.68,0.42,0.58,0.34,0.1,0.08
11,0.78,0.59,0.54,0.52,0.46,0.44,0.08,0.08
11,0.78,0.6,0.64,0.38,0.5,0.3,0.14,0.08
11,0.78,0.61,0.7,0.58,0.54,0.54,0.16,0.04
11,0.78,0.62,0.66,0.52,0.52,0.42,0.14,0.1
11,0.78,0.63,0.72,0.58,0.6,0.48,0.12,0.1
11,0.78,0.64,0.62,0.44,0.5,0.32,0.12,0.12
11,0.78,0.65,0.68,0.4,0.56,0.3,0.12,0.1
11,0.78,0.66,0.68,0.66,0.5,0.52,0.18,0.14
11,0.78,0.67,0.66,0.58,0.52,0.48,0.14,0.1
11,0.78,0.68,0.58,0.48,0.44,0.32,0.14,0.16
11,0.78,0.69,0.66,0.6,0.58,0.48,0.08,0.12
11,0.78,0.7,0.72,0.52,0.6,0.4,0.12,0.12
11,0.78,0.71,0.76,0.38,0.6,0.24,0.16,0.14
11,0.78,0.72,0.86,0.44,0.68,0.38,0.18,0.06
11,0.78,0.73,0.54,0.5,0.44,0.4,0.1,0.1
11,0.78,0.74,0.68,0.46,0.54,0.36,0.14,0.1
11,0.78,0.75,0.56,0.36,0.44,0.32,0.12,0.04
11,0.78,0.76,0.72,0.6,0.56,0.42,0.16,0.18
11,0.78,0.77,0.72,0.56,0.54,0.48,0.18,0.08
11,0.78,0.78,0.82,0.58,0.68,0.48,0.14,0.1
11,0.78,0.79,0.64,0.4,0.5,0.3,0.14,0.1
11,0.78,0.8,0.8,0.48,0.62,0.34,0.18,0.14
11,0.78,0.81,0.8,0.44,0.64,0.36,0.16,0.08
11,0.78,0.82,0.76,0.4,0.58,0.28,0.18,0.12
11,0.78,0.83,0.74,0.56,0.6,0.42,0.14,0.14
11,0.78,0.84,0.84,0.38,0.66,0.3,0.18,0.08
11,0.78,0.85,0.48,0.32,0.42,0.24,0.06,0.08
11,0.78,0.86,0.62,0.32,0.5,0.26,0.12,0.06
11,0.78,0.87,0.72,0.56,0.56,0.44,0.16,0.12
11,0.78,0.88,0.74,0.58,0.6,0.44,0.14,0.14
11,0.78,0.89,0.56,0.46,0.46,0.42,0.1,0.04
11,0.78,0.9,0.64,0.5,0.52,0.42,0.12,0.08
11,0.78,0.91,0.78,0.36,0.62,0.28,0.16,0.08
11,0.78,0.92,0.7,0.42,0.54,0.26,0.16,0.16
11,0.78,0.93,0.72,0.42,0.58,0.34,0.14,0.08
11,0.78,0.94,0.68,0.36,0.58,0.3,0.1,0.06
11,0.78,0.95,0.64,0.46,0.5,0.38,0.14,0.08
11,0.78,0.96,0.62,0.58,0.52,0.48,0.1,0.1
11,0.78,0.97,0.74,0.56,0.62,0.46,0.12,0.1
11,0.78,0.98,0.76,0.52,0.64,0.36,0.12,0.16
11,0.78,0.99,0.66,0.44,0.56,0.38,0.1,0.06
11,0.8,0.5,0.62,0.56,0.48,0.48,0.14,0.08
11,0.8,0.51,0.66,0.54,0.5,0.38,0.16,0.16
11,0.8,0.52,0.68,0.4,0.56,0.34,0.12,0.06
11,0.8,0.53,0.64,0.48,0.5,0.4,0.14,0.08
11,0.8,0.54,0.72,0.48,0.56,0.4,0.16,0.08
11,0.8,0.55,0.72,0.48,0.56,0.4,0.16,0.08
11,0.8,0.56,0.7,0.5,0.56,0.42,0.14,0.08
11,0.8,0.57,0.7,0.52,0.56,0.44,0.14,0.08
11,0.8,0.58,0.76,0.62,0.64,0.54,0.12,0.08
11,0.8,0.59,0.68,0.44,0.52,0.38,0.16,0.06
11,0.8,0.6,0.8,0.4,0.68,0.32,0.12,0.08
11,0.8,0.61,0.62,0.58,0.5,0.42,0.12,0.16
11,0.8,0.62,0.6,0.58,0.48,0.44,0.12,0.14
11,0.8,0.63,0.56,0.44,0.44,0.36,0.12,0.08
11,0.8,0.64,0.68,0.5,0.52,0.36,0.16,0.14
11,0.8,0.65,0.88,0.62,0.7,0.46,0.18,0.16
11,0.8,0.66,0.66,0.48,0.52,0.36,0.14,0.12
11,0.8,0.67,0.58,0.52,0.48,0.4,0.1,0.12
11,0.8,0.68,0.68,0.42,0.52,0.34,0.16,0.08
11,0.8,0.69,0.7,0.6,0.58,0.46,0.12,0.14
11,0.8,0.7,0.72,0.74,0.58,0.58,0.14,0.16
11,0.8,0.71,0.86,0.42,0.7,0.34,0.16,0.08
11,0.8,0.72,0.62,0.46,0.54,0.36,0.08,0.1
11,0.8,0.73,0.7,0.5,0.58,0.34,0.12,0.16
11,0.8,0.74,0.78,0.46,0.62,0.36,0.16,0.1
11,0.8,0.75,0.68,0.38,0.6,0.3,0.08,0.08
11,0.8,0.76,0.64,0.52,0.52,0.42,0.12,0.1
11,0.8,0.77,0.72,0.54,0.6,0.44,0.12,0.1
11,0.8,0.78,0.58,0.62,0.44,0.48,0.14,0.14
11,0.8,0.79,0.66,0.44,0.54,0.32,0.12,0.12
11,0.8,0.8,0.64,0.36,0.5,0.28,0.14,0.08
11,0.8,0.81,0.6,0.48,0.5,0.38,0.1,0.1
11,0.8,0.82,0.74,0.5,0.56,0.4,0.18,0.1
11,0.8,0.83,0.72,0.46,0.6,0.32,0.12,0.14
11,0.8,0.84,0.68,0.38,0.58,0.3,0.1,0.08
11,0.8,0.85,0.66,0.34,0.54,0.28,0.12,0.06
11,0.8,0.86,0.68,0.4,0.6,0.3,0.08,0.1
11,0.8,0.87,0.78,0.42,0.62,0.34,0.16,0.08
11,0.8,0.88,0.72,0.5,0.64,0.44,0.08,0.06
11,0.8,0.89,0.7,0.46,0.6,0.42,0.1,0.04
11,0.8,0.9,0.68,0.4,0.58,0.3,0.1,0.1
11,0.8,0.91,0.74,0.56,0.62,0.44,0.12,0.12
11,0.8,0.92,0.7,0.64,0.58,0.52,0.12,0.12
11,0.8,0.93,0.74,0.46,0.6,0.34,0.14,0.12
11,0.8,0.94,0.66,0.24,0.58,0.22,0.08,0.02
11,0.8,0.95,0.62,0.38,0.52,0.26,0.1,0.12
11,0.8,0.96,0.64,0.5,0.5,0.4,0.14,0.1
11,0.8,0.97,0.84,0.54,0.68,0.4,0.16,0.14
11,0.8,0.98,0.62,0.5,0.5,0.38,0.12,0.12
11,0.8,0.99,0.7,0.52,0.58,0.4,0.12,0.12
11,0.82,0.5,0.58,0.5,0.48,0.38,0.1,0.12
11,0.82,0.51,0.78,0.52,0.62,0.4,0.16,0.12
11,0.82,0.52,0.76,0.36,0.64,0.28,0.12,0.08
11,0.82,0.53,0.72,0.52,0.62,0.4,0.1,0.12
11,0.82,0.54,0.64,0.3,0.5,0.28,0.14,0.02
11,0.82,0.55,0.76,0.56,0.64,0.4,0.12,0.16
11,0.82,0.56,0.82,0.6,0.64,0.46,0.18,0.14
11,0.82,0.57,0.84,0.46,0.66,0.38,0.18,0.08
11,0.82,0.58,0.7,0.48,0.54,0.38,0.16,0.1
11,0.82,0.59,0.7,0.64,0.56,0.46,0.14,0.18
11,0.82,0.6,0.8,0.56,0.62,0.42,0.18,0.14
11,0.82,0.61,0.6,0.62,0.48,0.46,0.12,0.16
11,0.82,0.62,0.62,0.62,0.46,0.46,0.16,0.16
11,0.82,0.63,0.6,0.54,0.48,0.42,0.12,0.12
11,0.82,0.64,0.76,0.44,0.66,0.38,0.1,0.06
11,0.82,0.65,0.84,0.42,0.68,0.34,0.16,0.08
11,0.82,0.66,0.8,0.3,0.66,0.26,0.14,0.04
11,0.82,0.67,0.7,0.28,0.58,0.26,0.12,0.02
11,0.82,0.68,0.62,0.52,0.46,0.4,0.16,0.12
11,0.82,0.69,0.72,0.5,0.58,0.36,0.14,0.14
11,0.82,0.7,0.64,0.42,0.52,0.36,0.12,0.06
11,0.82,0.71,0.72,0.42,0.6,0.32,0.12,0.1
11,0.82,0.72,0.74,0.58,0.56,0.46,0.18,0.12
11,0.82,0.73,0.76,0.38,0.6,0.3,0.16,0.08
11,0.82,0.74,0.7,0.48,0.56,0.32,0.14,0.16
11,0.82,0.75,0.66,0.46,0.5,0.4,0.16,0.06
11,0.82,0.76,0.78,0.44,0.6,0.34,0.18,0.1
11,0.82,0.77,0.78,0.56,0.6,0.42,0.18,0.14
11,0.82,0.78,0.76,0.52,0.62,0.4,0.14,0.12
11,0.82,0.79,0.72,0.54,0.56,0.42,0.16,0.12
11,0.82,0.8,0.68,0.44,0.58,0.34,0.1,0.1
11,0.82,0.81,0.68,0.4,0.48,0.3,0.2,0.1
11,0.82,0.82,0.7,0.54,0.58,0.42,0.12,0.12
11,0.82,0.83,0.66,0.52,0.56,0.36,0.1,0.16
11,0.82,0.84,0.64,0.36,0.48,0.3,0.16,0.06
11,0.82,0.85,0.64,0.52,0.48,0.4,0.16,0.12
11,0.82,0.86,0.72,0.4,0.56,0.28,0.16,0.12
11,0.82,0.87,0.68,0.66,0.54,0.58,0.14,0.08
11,0.82,0.88,0.78,0.54,0.6,0.42,0.18,0.12
11,0.82,0.89,0.56,0.48,0.44,0.38,0.12,0.1
11,0.82,0.9,0.66,0.54,0.5,0.4,0.16,0.14
11,0.82,0.91,0.56,0.3,0.46,0.22,0.1,0.08
11,0.82,0.92,0.56,0.46,0.44,0.36,0.12,0.1
11,0.82,0.93,0.76,0.58,0.66,0.48,0.1,0.1
11,0.82,0.94,0.48,0.38,0.4,0.36,0.08,0.02
11,0.82,0.95,0.58,0.26,0.48,0.22,0.1,0.04
11,0.82,0.96,0.68,0.4,0.54,0.34,0.14,0.06
11,0.82,0.97,0.64,0.36,0.56,0.3,0.08,0.06
11,0.82,0.98,0.76,0.42,0.58,0.32,0.18,0.1
11,0.82,0.99,0.58,0.5,0.52,0.4,0.06,0.1
11,0.84,0.5,0.66,0.56,0.54,0.42,0.12,0.14
11,0.84,0.51,0.68,0.6,0.58,0.52,0.1,0.08
11,0.84,0.52,0.72,0.58,0.62,0.5,0.1,0.08
11,0.84,0.53,0.72,0.54,0.58,0.46,0.14,0.08
11,0.84,0.54,0.68,0.5,0.56,0.4,0.12,0.1
11,0.84,0.55,0.76,0.52,0.64,0.44,0.12,0.08
11,0.84,0.56,0.68,0.44,0.54,0.36,0.14,0.08
11,0.84,0.57,0.52,0.52,0.44,0.42,0.08,0.1
11,0.84,0.58,0.56,0.42,0.42,0.34,0.14,0.08
11,0.84,0.59,0.64,0.42,0.54,0.34,0.1,0.08
11,0.84,0.6,0.68,0.42,0.52,0.4,0.16,0.02
11,0.84,0.61,0.68,0.42,0.56,0.38,0.12,0.04
